k,dunn_serial,dunn_parallel,tempo_serial,tempo_parallel,speedup
4,0.0013308517791727403,0.0013308517791727403,0.023244142532348633,1.4347290992736816,0.01620106718691059
5,0.0018196145892429875,0.0018196145892429875,0.02008223533630371,1.3550283908843994,0.01482052735677106
6,0.0017445946046676685,0.0017445946046676685,0.021858930587768555,1.6112570762634277,0.013566382987412738
7,0.001624970089703618,0.001624970089703618,0.02210402488708496,1.4606359004974365,0.015133151854994923
8,0.0007603932198937165,0.0007603932198937165,0.020618915557861328,1.4586851596832275,0.014135274785642566
9,0.001451679214988747,0.001451679214988747,0.022369861602783203,1.4135949611663818,0.015824802873041822
10,0.001153101728175471,0.001153101728175471,0.022722959518432617,1.412971019744873,0.016081688301388862
